time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
1760625237.625,0.54408521,-0.11948162,0.44897399,-0.00156827,0.95603022,-0.00760195,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.60985319,0.14748206,-3.97463361,4.49801041,-0.88342244,4.62056814,6.86250769,0.0,-6.45115243,-0.52283929,5.02665278,-1.00578152,-3.44192709,0.0,0.0,0.20774404,-0.44093953
1760625237.659,0.53986564,-0.12367947,0.46251181,-0.00112351,0.95605809,-0.00798353,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.60525721,0.15255438,-3.97371664,4.4838039,-0.88690788,4.61584057,6.86152633,0.0,-6.38156328,-0.62086544,5.02861874,-0.98120247,-3.44076754,0.0,0.0,0.20913585,-0.4363436
1760625237.692,0.53491247,-0.12543635,0.46096095,-0.00122935,0.95634496,-0.00803016,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.50318932,0.17242457,-3.95203899,4.38191579,-0.93722265,4.6476967,6.33288104,0.0,-5.86893639,-0.53905004,4.91938544,-0.92521954,-3.41899514,0.0,0.0,0.20577122,-0.43732164
1760625237.726,0.5663405,-0.11524283,0.47295562,-0.0017835,0.95666286,-0.00775264,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.47264045,0.18654831,-3.93092192,4.31067557,-0.99430605,4.55651112,6.34471446,0.0,-5.86106965,-0.53206985,4.83915475,-0.86439381,-3.37370327,0.0,0.0,0.1483741,-0.44265003
1760625237.759,0.56791753,-0.12482662,0.48087039,-0.00322276,0.95699751,-0.00690526,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.46801624,0.17579915,-3.92095216,4.27813366,-1.00038445,4.50213072,6.33787142,0.0,-5.86792532,-0.52033821,4.85242189,-0.84610775,-3.44731536,0.0,0.0,0.14395467,-0.44172573
1760625237.793,0.54334298,-0.15831453,0.48805569,-0.00349072,0.95699758,-0.00683433,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.39579367,0.2242012,-3.91285585,4.18216621,-1.08690549,4.58588801,6.42416973,0.0,-5.9693333,-0.52999547,4.81953254,-0.74455884,-3.52723605,0.0,0.0,0.01421565,-0.41919939
1760625237.826,0.5423749,-0.13078964,0.51879079,-0.00348729,0.95686861,-0.00678747,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.40636145,0.1944192,-3.91301178,4.1570962,-1.12040782,4.48630228,6.46823193,0.07367223,-6.03045894,-0.52570855,4.8243219,-0.67092854,-3.46285226,0.0,0.0,0.03679729,-0.39639728
1760625237.859,0.53818377,-0.14575188,0.50695277,-0.00421856,0.95680094,-0.00648158,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.30626562,0.16658248,-3.81718582,4.02459799,-1.10613547,4.34764341,6.4920504,0.10044502,-6.0815877,-0.52596153,4.69882956,-0.6381256,-3.33672014,0.0,0.0,0.07325589,-0.35379801
1760625237.893,0.54483406,-0.16051879,0.54595852,-0.0036497,0.95692293,-0.00692043,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.31158851,0.14351346,-3.84550952,3.99510501,-1.11007786,4.27445669,6.50122714,0.16988201,-6.10435645,-0.48299877,4.681292,-0.63006595,-3.24096741,0.0,0.0,0.11025147,-0.33869191
1760625237.926,0.53980512,-0.16752378,0.54478611,-0.00349113,0.95719485,-0.00681954,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.32330756,0.13136549,-3.85022802,3.98804089,-1.11720373,4.2868733,6.52012997,0.09561222,-6.08747258,-0.48749128,4.67778003,-0.65773526,-3.19111856,0.0,0.0,0.1149757,-0.34866166
