time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
1760624916.035,1.73206067,0.00198059,0.53429082,-0.03436914,0.90692496,-0.00663276,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-7.02767831,-2.10550452,-9.00455318,4.90198688,2.13366571,8.95716894,0.68101517,0.0,-0.01655989,0.00415797,5.63478019,-5.22668895,-10.07837492,32.75196079,0.0,-32.89677653,-4.61824451
1760624916.068,1.71849733,-0.00298829,0.54080285,-0.0338936,0.90688107,-0.0070756,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-7.03579722,-2.10806114,-8.99641524,4.90351946,2.12757734,8.96321187,0.68147709,0.0,-0.01499834,-0.00024319,5.62889642,-5.23706407,-10.08146966,32.74681042,0.0,-32.89870971,-4.62012105
1760624916.102,1.68254804,-0.01352655,0.54428877,-0.03329512,0.90644844,-0.00705543,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-7.03335445,-2.10214857,-8.99155853,4.88991069,2.11937776,8.97497335,0.72046002,0.0,0.01755651,-0.02681416,5.64170061,-5.24738089,-10.09859811,32.71770919,0.0,-32.88253838,-4.61689734
1760624916.135,1.62181222,-0.0360987,0.55551854,-0.03297912,0.90627877,-0.00710888,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-7.02532563,-2.02623787,-9.05459071,4.93892094,2.08518341,9.11104724,0.6902492,0.0,-0.04185246,-0.06436807,5.67531599,-5.22017303,-10.14901186,32.47466882,0.0,-32.65730392,-4.56019774
1760624916.168,1.60468054,-0.01459406,0.55878823,-0.03210113,0.90652793,-0.00660365,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.93324144,-2.09837367,-9.005804,4.83632738,2.1292159,9.12450074,0.68042882,0.0,-0.0447989,-0.08761367,5.57586621,-5.25553009,-10.07819787,32.24108488,0.0,-32.40868117,-4.51950283
1760624916.202,1.58474172,-0.02870262,0.57092827,-0.03168217,0.90679881,-0.00682744,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.70667291,-2.05793314,-8.88621436,4.60461772,2.05066408,9.0421186,0.72189033,0.0,-0.02295299,-0.10095595,5.36377645,-5.1824114,-9.9120976,31.84971492,0.0,-32.01030877,-4.46400988
1760624916.235,1.58189877,-0.03506502,0.58546636,-0.03162441,0.90720596,-0.00710674,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.65251099,-2.01904094,-8.89219183,4.54252017,2.01131057,9.05620408,0.73268368,0.0,-0.0262098,-0.13758659,5.28984052,-5.13698522,-9.82095611,31.68740959,0.0,-31.82325949,-4.43154588
1760624916.269,1.58102191,-0.03745733,0.58073053,-0.03166322,0.90742741,-0.00719547,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.64943231,-2.0196804,-8.89555525,4.55022282,2.00212092,9.07674159,0.72436758,0.0,-0.02781354,-0.14067119,5.28641567,-5.1363051,-9.80374877,31.68525574,0.0,-31.82872263,-4.42372002
1760624916.302,1.58059198,-0.04642281,0.57303775,-0.03172333,0.90742125,-0.00818968,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.65728964,-1.93984211,-8.88824508,4.57516863,1.91456243,9.0770291,0.73023765,0.0,0.01852403,-0.12908485,5.31198411,-5.0322715,-9.83097373,31.68908299,0.0,-31.83351315,-4.45035719
1760624916.336,1.58198887,-0.05858401,0.57877015,-0.03184896,0.90744975,-0.00854219,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.6590763,-1.94532231,-8.88251836,4.57975879,1.90966242,9.10663554,0.73514449,0.0,0.02170812,-0.13719822,5.30902401,-5.02645702,-9.80598158,31.69581007,0.0,-31.83475417,-4.43764795
1760624916.369,1.59541644,-0.06035613,0.58567313,-0.03205346,0.90748365,-0.00813876,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.67092891,-1.93230642,-8.88296146,4.58192901,1.8899166,9.1026983,0.72997765,0.0,0.01902752,-0.1683124,5.3079927,-5.03204827,-9.79834393,31.71985334,0.0,-31.85113844,-4.3947672
1760624916.402,1.6858236,-0.06561971,0.63056113,-0.03322315,0.90805276,-0.00753745,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.81608685,-1.97244604,-8.84970641,4.62893425,1.94365719,9.05269071,0.69966196,0.0,0.00691457,-0.17208616,5.36703185,-5.08763429,-9.74159138,32.03390467,0.0,-32.18461008,-4.45624047
1760624916.469,1.71294484,-0.06359369,0.65390502,-0.03389404,0.90865472,-0.00690152,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.79781314,-2.01641074,-8.69978766,4.56057144,1.97048238,8.88141977,0.68498167,0.0,-0.01906577,-0.22268197,5.31177299,-5.15333689,-9.64982494,32.4685392,0.0,-32.60939962,-4.57180194
1760624916.503,1.71321702,-0.05784214,0.65538033,-0.03403379,0.90887447,-0.00688905,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.80290883,-2.00726167,-8.69956785,4.5564799,1.96149237,8.86775743,0.67188413,0.0,-0.02139796,-0.22502307,5.31201453,-5.16551785,-9.66497427,32.46389865,0.0,-32.6146426,-4.59260674
1760624916.536,1.73950801,-0.07530691,0.69919206,-0.0342321,0.9088924,-0.0069672,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.83934576,-1.96028054,-8.68619059,4.58088548,1.96198158,8.74877204,0.63217966,0.0,-0.03300747,-0.19503061,5.27528551,-5.17140817,-9.6766509,32.87261085,0.0,-33.0445734,-4.72339049
1760624916.57,1.70845122,-0.09601137,0.71222761,-0.03364442,0.9086569,-0.00783217,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.78201546,-1.8456958,-8.61543767,4.55570775,1.87743295,8.67826411,0.6085799,0.0,-0.0789797,-0.20961959,5.22820284,-5.07757339,-9.65188624,32.94143334,0.0,-33.09364454,-4.79409732
1760624916.603,1.69980978,-0.08570869,0.72180763,-0.03328915,0.9086363,-0.00805821,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.78661416,-1.83417552,-8.59971598,4.55857564,1.87496398,8.65882759,0.60322336,0.0,-0.0840523,-0.21620668,5.22083478,-5.09022389,-9.68255925,32.93623517,0.0,-33.09837752,-4.80395065
1760624916.637,1.67351604,-0.1014763,0.70308369,-0.03271824,0.90840798,-0.00831687,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.56312249,-1.74966965,-8.49389198,4.36220134,1.77247125,8.62143077,0.60065196,0.0,-0.07139259,-0.30385686,5.00060579,-4.99450741,-9.66094244,32.87905322,0.0,-33.04853695,-4.86878661
1760624916.67,1.6585158,-0.09608397,0.70965881,-0.03231562,0.90841951,-0.00817616,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.54941868,-1.74753825,-8.47076816,4.36507259,1.77039218,8.60804694,0.57278617,0.0,-0.06496628,-0.34178148,4.98164437,-4.99378202,-9.68199248,32.87032512,0.0,-33.02729427,-4.91673564
1760624916.704,1.65383367,-0.09341857,0.72174363,-0.03256024,0.90880807,-0.0080047,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.54887554,-1.75549084,-8.44790433,4.37567907,1.76047915,8.58680342,0.58250695,0.0,-0.05788864,-0.3528315,4.97441096,-5.01440893,-9.70892745,32.89594255,0.0,-32.99304014,-4.91153284
1760624916.737,1.64809497,-0.07734559,0.7132374,-0.03302814,0.90906768,-0.00758592,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.57287404,-1.85139578,-8.38006561,4.41611141,1.80625451,8.4695906,0.58647919,0.0,-0.01696598,-0.36163053,5.0133706,-5.11534173,-9.71950366,32.8385221,0.0,-32.88254,-4.88168369
1760624916.771,1.66587031,-0.05216156,0.73342371,-0.03335591,0.90925479,-0.00713591,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.62967926,-1.89939925,-8.30720992,4.46974631,1.80702762,8.3968435,0.58488843,0.0,0.00690477,-0.39641437,5.08192354,-5.16021782,-9.63031923,32.71161556,0.0,-32.73636905,-4.86258705
1760624916.804,1.6624567,-0.05750808,0.74120088,-0.03302819,0.90983989,-0.0070263,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.62152082,-1.90811082,-8.28782155,4.46425527,1.78420548,8.39067456,0.60215241,0.0,0.0274589,-0.37185805,5.09860491,-5.19598375,-9.58927579,32.69166976,0.0,-32.70811082,-4.84786687
1760624916.837,1.65192571,-0.06302781,0.74542047,-0.03286554,0.91032238,-0.00701553,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.60183704,-1.93785316,-8.08806623,4.4662927,1.76720978,8.21687041,0.58951252,0.0,-0.00079683,-0.37516166,5.17224669,-5.23083928,-9.34443166,32.63603647,0.0,-32.6846576,-4.84563281
1760624916.871,1.68531237,-0.07931978,0.73222939,-0.03298903,0.91106666,-0.00710999,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.41571593,-1.91653089,-7.87453062,4.27497902,1.68574514,8.07333749,0.56866736,0.0,-0.01247545,-0.38488802,5.01489133,-5.19738205,-9.09311728,32.42986567,0.0,-32.49049794,-4.81519403
1760624916.904,1.69449295,-0.10562188,0.73273406,-0.03226877,0.91130324,-0.00757673,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.23077311,-1.84939827,-7.65106034,4.10799299,1.57419729,7.86608036,0.54811288,0.0,-0.00632898,-0.37840698,4.8698044,-5.13088472,-8.82811211,32.29064153,0.0,-32.32551905,-4.7871626
1760624916.938,1.71178087,-0.14157974,0.73438797,-0.03197359,0.91133744,-0.00791683,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.19079218,-1.77646614,-7.48410282,4.07737899,1.47604509,7.70246219,0.528271,0.0,0.06183989,-0.36113398,4.86582219,-5.08308912,-8.64640283,32.37006023,0.0,-32.39361376,-4.84123696
1760624916.971,1.71890038,-0.1495308,0.73037382,-0.03188254,0.91121297,-0.0080187,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.18413252,-1.78360517,-7.48660188,4.08689365,1.45971218,7.68417941,0.52689768,0.0,0.07330624,-0.36064636,4.86686908,-5.09239881,-8.66047393,32.37929455,0.0,-32.3832642,-4.84487826
1760624917.005,1.73227366,-0.14537985,0.73200199,-0.03218241,0.91071094,-0.00790301,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.19286179,-1.76731021,-7.47972623,4.12814082,1.4157233,7.64589309,0.50351893,0.0,0.16199,-0.33698118,4.86108842,-5.08056824,-8.68455802,32.41557768,0.0,-32.40251762,-4.82260119
1760624917.038,1.74182724,-0.15015828,0.73464049,-0.03247006,0.91011593,-0.00773937,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.2009884,-1.76215202,-7.47937669,4.13578957,1.42702068,7.65698203,0.49993087,0.0,0.15702608,-0.33563307,4.86577756,-5.05325979,-8.67699166,32.38611017,0.0,-32.43862653,-4.8980405
1760624917.071,1.76089798,-0.15494673,0.75159947,-0.03199876,0.90991602,-0.00798031,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.20855026,-1.6907243,-7.47399092,4.14336177,1.38600257,7.60987404,0.50709206,0.0,0.13481681,-0.33469551,4.83976861,-4.96740924,-8.68873773,32.38495525,0.0,-32.43381488,-4.91199399
1760624917.105,1.76231574,-0.15376686,0.74582552,-0.03236541,0.9098567,-0.00820052,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.2093263,-1.68240745,-7.4800642,4.14643429,1.41171546,7.5361099,0.51563116,0.0,0.13062717,-0.32994839,4.83001627,-4.94521184,-8.75705257,32.38329317,0.0,-32.43304392,-4.89049988
1760624917.138,1.78226429,-0.1941523,0.78145398,-0.03316867,0.90987351,-0.00849847,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.01141762,-1.5601019,-7.51897874,3.92231782,1.3276669,7.55271159,0.53013362,0.0,0.08370466,-0.33937024,4.59521147,-4.81949587,-8.80093092,32.18587727,0.0,-32.21118333,-4.89030605
1760624917.172,1.77578904,-0.18955657,0.78229123,-0.03372652,0.90987373,-0.0084535,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.02996558,-1.5530891,-7.5228289,3.90722137,1.34272875,7.51763221,0.56391925,0.0,0.08897277,-0.33591206,4.60713211,-4.81028148,-8.86909214,32.20917144,0.0,-32.16908439,-4.92668428
1760624917.205,1.79772046,-0.18210489,0.83163129,-0.03430697,0.91008796,-0.00855734,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.18780714,-1.49209398,-7.93565212,3.99953348,1.35511562,7.86182209,0.5957579,0.0,0.05767479,-0.35292468,4.68151513,-4.80499767,-9.25143036,32.00861262,0.0,-31.91396447,-4.89041511
1760624917.239,1.78596513,-0.17101455,0.81170547,-0.03453197,0.90994143,-0.00839035,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.23299075,-1.47866123,-7.93448993,4.01859062,1.36666583,7.89765237,0.63513853,0.0,-0.01033908,-0.34884598,4.72423228,-4.79120103,-9.30365322,32.03059869,0.0,-31.96534834,-4.95832258
1760624917.272,1.78384096,-0.16056417,0.80709624,-0.03497004,0.91001698,-0.00801108,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.39157633,-1.4847796,-8.00894966,4.14734169,1.41633918,7.93952967,0.650154,0.0,-0.03518281,-0.37853209,4.87086579,-4.81886165,-9.43404188,32.12920918,0.0,-32.13525597,-5.05173974
1760624917.306,1.80695766,-0.14696833,0.85353943,-0.03539797,0.91016945,-0.0077159,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.53066085,-1.48500597,-8.08171418,4.22050551,1.45113517,7.94388113,0.66178996,0.0,-0.04960656,-0.39774268,4.94746025,-4.83561379,-9.51979932,32.30247517,0.0,-32.29870541,-5.10009282
1760624917.339,1.79796545,-0.1435759,0.86611418,-0.03508089,0.91035775,-0.00776828,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.53457081,-1.48218825,-8.06654021,4.21372778,1.45816092,7.89665826,0.65255153,0.0,-0.05906138,-0.39760299,4.95442123,-4.83234499,-9.58409113,32.30397011,0.0,-32.294139,-5.10165975
1760624917.373,1.78918216,-0.14217412,0.86637399,-0.03465872,0.91022692,-0.00763112,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.52416326,-1.47375295,-8.05556122,4.23064916,1.46575144,7.84598366,0.61497874,0.0,-0.10250201,-0.42323793,4.95585527,-4.8070358,-9.65417533,32.28233378,0.0,-32.31131461,-5.15042306
1760624917.406,1.78097814,-0.14066785,0.86751491,-0.03446511,0.91009163,-0.0077233,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.52485519,-1.46908397,-8.05179946,4.23103721,1.47668555,7.79997068,0.61606625,0.0,-0.10654442,-0.42589073,4.95996152,-4.79342988,-9.70445816,32.28844675,0.0,-32.30781412,-5.13746121
1760624917.44,1.70130408,-0.14593306,0.85929677,-0.03407361,0.90996172,-0.00786824,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.46814388,-1.4042638,-8.00927142,4.28338028,1.42996084,7.76487532,0.60024896,0.0,-0.13361576,-0.46514646,4.99602172,-4.71438199,-9.78684342,32.29905947,0.0,-32.29448691,-5.13692916
1760624917.473,1.63553829,-0.16070706,0.8418089,-0.03299345,0.91033431,-0.00805604,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.41506377,-1.32782702,-7.95794535,4.34094089,1.3724782,7.69809003,0.58493715,0.0,-0.11800522,-0.4699189,5.04325774,-4.61731026,-9.85017183,32.05935252,0.0,-32.04873829,-5.11400473
1760624917.506,1.60703056,-0.1525544,0.84679561,-0.03240697,0.91091097,-0.00827677,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.52829548,-1.28513874,-8.03610273,4.51198533,1.36047566,7.74228078,0.58166141,0.0,-0.0788011,-0.48131343,5.21061847,-4.55818758,-9.95111504,31.50257236,0.0,-31.49427223,-4.98732789
1760624917.54,1.52121928,-0.1512443,0.85885839,-0.03215855,0.91145395,-0.00827583,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.47058029,-1.30133745,-8.06384478,4.56245912,1.37578069,7.73385644,0.5961863,0.0,-0.07073956,-0.45829347,5.24360574,-4.54492004,-10.01975904,31.41513828,0.0,-31.36930284,-4.93461854
1760624917.573,1.51664188,-0.14256707,0.85093273,-0.03199122,0.91186006,-0.00810832,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.61850108,-1.3101596,-8.18690508,4.73072456,1.39594312,7.80211373,0.63310745,0.0,-0.07750316,-0.44371506,5.40188193,-4.55506754,-10.15655923,31.40588182,0.0,-31.35567032,-4.89434564
1760624917.607,1.51821342,-0.14829483,0.84499969,-0.03175958,0.91215181,-0.00814881,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.61414748,-1.3147013,-8.1992578,4.73979368,1.42308084,7.82490656,0.64345901,0.0,-0.07944639,-0.4372524,5.40422121,-4.52441467,-10.12614879,31.39828747,0.0,-31.36117476,-4.87646364
1760624917.64,1.50276739,-0.13447612,0.84911564,-0.03122034,0.91270289,-0.00828997,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.65922154,-1.31147209,-8.28757935,4.81074967,1.42511848,7.90464297,0.66051708,0.0,-0.09772244,-0.41690397,5.50262271,-4.4996185,-10.16489683,30.84509473,0.0,-30.83974168,-4.77608855
1760624917.674,1.46862088,-0.13186756,0.87798047,-0.03046854,0.91277572,-0.0083512,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-6.50799873,-1.33689851,-8.33275602,4.70530301,1.44213513,7.93031379,0.66095474,0.0,-0.10159124,-0.43683336,5.40208719,-4.4748921,-10.15348677,30.64423713,0.0,-30.64014279,-4.74082343
